"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"ROLE","ROLE","","","",0,*,"","","","null {[]} {[]}
","Generic description of a role performed by an Actor.","Generic description of a role performed by an Actor. The role corresponds to a competency of the Party. Roles are used to define the responsibilities undertaken by a Party for a purpose. Roles should have credentials qualifying the performer to perform the role.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","Links_valid:Links valid must be present {links.exists() implies links.empty().not()}
Archetyped_valid:Archetyped valid must satisfy exclusive conditions {is_archetype_root() xor archetype_details .empty()}Archetype_node_id_valid:Archetype node id valid must not be empty {archetype_node_id.empty().not()}Type_valid:Type valid {type() = name}Identities_valid:Identities valid must not be empty {identities.empty().not()}Contacts_valid:Contacts valid must be present {contacts.exists() implies contacts.empty().not()}Relationships_validity:Relationships validity must be present {relationships.exists() implies (relationships.empty().not() and then relationships.for_all (r | r.source = self)}Reverse_relationships_validity:Reverse relationships validity must be present {reverse_relationships.exists() implies (reverse_relationships.empty().not() and then reverse_relationships.for_all (item | repository (\""demographics\"").all_party_relationships.has_object (item) and then repository(\""demographics\"").all_party_relationships.object (item).target = self))}Is_archetype_root:Is archetype root {is_archetype_root()}Uid_mandatory:Uid mandatory must be present {uid.exists()}Capabilities_valid:Capabilities valid must be present {capabilities.exists() implies capabilities.empty().not()}","n/a"
"ROLE.name","ROLE.name","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-TEXT {[]} {[]}
","Runtime name of this fragment, used to build runtime paths.","Runtime name of this fragment, used to build runtime paths. This is the term provided via a clinical application or batch process to name this EHR construct: its retention in the EHR faithfully preserves the original label by which this entry was known to end users.","","","","","","","","","",,,,,"",,,,"LOCATABLE.name",1,1,"",""
"ROLE.archetype-node-id","ROLE.archetype_node_id","","","",1,1,"","","","string {[]} {[]}
","Design-time archetype identifier of this node taken from its generating archetype; used to build archetype paths.","Design-time archetype identifier of this node taken from its generating archetype; used to build archetype paths. Always in the form of an at-code, e.g.  `at0005`. This value enables a 'standardised' name for this node to be generated, by referring to the generating archetype local terminology. 

At an archetype root point, the value of this attribute is always the stringified form of the `_archetype_id_` found in the `_archetype_details_` object.","","","","","","","","","",,,,,"",,,,"LOCATABLE.archetype_node_id",1,1,"",""
"ROLE.uid","ROLE.uid","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/UID-BASED-ID {[]} {[]}
","Optional globally unique object identifier for root points of archetyped structures.","Optional globally unique object identifier for root points of archetyped structures.","","","","","","","","","",,,,,"",,,,"LOCATABLE.uid",0,1,"",""
"ROLE.links","ROLE.links","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/LINK {[]} {[]}
","Links to other archetyped structures (data whose root object inherits from `ARCHETYPED`, such as `ENTRY`, `SECTION` and so on).","Links to other archetyped structures (data whose root object inherits from `ARCHETYPED`, such as `ENTRY`, `SECTION` and so on). Links may be to structures in other compositions.","","","","","","","","","",,,,,"",,,,"LOCATABLE.links",0,*,"",""
"ROLE.archetype-details","ROLE.archetype_details","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/ARCHETYPED {[]} {[]}
","Details of archetyping used on this node.","Details of archetyping used on this node.","","","","","","","","","",,,,,"",,,,"LOCATABLE.archetype_details",0,1,"",""
"ROLE.feeder-audit","ROLE.feeder_audit","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/FEEDER-AUDIT {[]} {[]}
","Audit trail from non-openEHR system of original commit of information forming the content of this node, or from a conversion gateway which has synthesised this node.","Audit trail from non-openEHR system of original commit of information forming the content of this node, or from a conversion gateway which has synthesised this node.","","","","","","","","","",,,,,"",,,,"LOCATABLE.feeder_audit",0,1,"",""
"ROLE.identities","ROLE.identities","","","",1,*,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-IDENTITY {[]} {[]}
","Identities used by the party to identify itself, such as legal name, stage names, aliases, nicknames and so on.","Identities used by the party to identify itself, such as legal name, stage names, aliases, nicknames and so on.","","","","","","","","","",,,,,"",,,,"PARTY.identities",1,*,"",""
"ROLE.contacts","ROLE.contacts","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/CONTACT {[]} {[]}
","Contacts for this party.","Contacts for this party.","","","","","","","","","",,,,,"",,,,"PARTY.contacts",0,*,"",""
"ROLE.details","ROLE.details","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/ITEM-STRUCTURE {[]} {[]}
","All other details for this Party.","All other details for this Party.","","","","","","","","","",,,,,"",,,,"PARTY.details",0,1,"",""
"ROLE.reverse-relationships","ROLE.reverse_relationships","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/LOCATABLE-REF {[]} {[]}
","References to relationships in which this Party takes part as target.","References to relationships in which this Party takes part as target.","","","","","","","","","",,,,,"",,,,"PARTY.reverse_relationships",0,*,"",""
"ROLE.relationships","ROLE.relationships","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-RELATIONSHIP {[]} {[]}
","Relationships in which this Party takes part as source.","Relationships in which this Party takes part as source.","","","","","","","","","",,,,,"",,,,"PARTY.relationships",0,*,"",""
"ROLE.time-validity","ROLE.time_validity","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-INTERVAL {[]} {[]}
","Valid time interval for this role.","Valid time interval for this role.","","","","","","","","","",,,,,"",,,,"ROLE.time_validity",0,1,"",""
"ROLE.performer","ROLE.performer","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-REF {[]} {[]}
","Reference to Version container of Actor playing the role.","Reference to Version container of Actor playing the role.","","","","","","","","","",,,,,"",,,,"ROLE.performer",1,1,"",""
"ROLE.capabilities","ROLE.capabilities","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/CAPABILITY {[]} {[]}
","The capabilities of this role.","The capabilities of this role.","","","","","","","","","",,,,,"",,,,"ROLE.capabilities",0,*,"",""
