"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"ORGANISATION","ORGANISATION","","","",0,*,"","","","null {[]} {[]}
","Generic description of organisations.","Generic description of organisations. An organisation is a legally constituted body whose existence (in general) outlives the existence of parties considered to be part of it.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","Links_valid:Links valid must be present {links.exists() implies links.empty().not()}
Archetyped_valid:Archetyped valid must satisfy exclusive conditions {is_archetype_root() xor archetype_details .empty()}Archetype_node_id_valid:Archetype node id valid must not be empty {archetype_node_id.empty().not()}Type_valid:Type valid {type() = name}Identities_valid:Identities valid must not be empty {identities.empty().not()}Contacts_valid:Contacts valid must be present {contacts.exists() implies contacts.empty().not()}Relationships_validity:Relationships validity must be present {relationships.exists() implies (relationships.empty().not() and then relationships.for_all (r | r.source = self)}Reverse_relationships_validity:Reverse relationships validity must be present {reverse_relationships.exists() implies (reverse_relationships.empty().not() and then reverse_relationships.for_all (item | repository (\""demographics\"").all_party_relationships.has_object (item) and then repository(\""demographics\"").all_party_relationships.object (item).target = self))}Is_archetype_root:Is archetype root {is_archetype_root()}Uid_mandatory:Uid mandatory must be present {uid.exists()}Roles_valid:Roles valid must be present {roles.exists() implies roles.empty().not()}Legal_identity_exists:Legal identity exists {null # TODO: manual translation needed}","n/a"
"ORGANISATION.name","ORGANISATION.name","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-TEXT {[]} {[]}
","Runtime name of this fragment, used to build runtime paths.","Runtime name of this fragment, used to build runtime paths. This is the term provided via a clinical application or batch process to name this EHR construct: its retention in the EHR faithfully preserves the original label by which this entry was known to end users.","","","","","","","","","",,,,,"",,,,"LOCATABLE.name",1,1,"",""
"ORGANISATION.archetype-node-id","ORGANISATION.archetype_node_id","","","",1,1,"","","","string {[]} {[]}
","Design-time archetype identifier of this node taken from its generating archetype; used to build archetype paths.","Design-time archetype identifier of this node taken from its generating archetype; used to build archetype paths. Always in the form of an at-code, e.g.  `at0005`. This value enables a 'standardised' name for this node to be generated, by referring to the generating archetype local terminology. 

At an archetype root point, the value of this attribute is always the stringified form of the `_archetype_id_` found in the `_archetype_details_` object.","","","","","","","","","",,,,,"",,,,"LOCATABLE.archetype_node_id",1,1,"",""
"ORGANISATION.uid","ORGANISATION.uid","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/UID-BASED-ID {[]} {[]}
","Optional globally unique object identifier for root points of archetyped structures.","Optional globally unique object identifier for root points of archetyped structures.","","","","","","","","","",,,,,"",,,,"LOCATABLE.uid",0,1,"",""
"ORGANISATION.links","ORGANISATION.links","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/LINK {[]} {[]}
","Links to other archetyped structures (data whose root object inherits from `ARCHETYPED`, such as `ENTRY`, `SECTION` and so on).","Links to other archetyped structures (data whose root object inherits from `ARCHETYPED`, such as `ENTRY`, `SECTION` and so on). Links may be to structures in other compositions.","","","","","","","","","",,,,,"",,,,"LOCATABLE.links",0,*,"",""
"ORGANISATION.archetype-details","ORGANISATION.archetype_details","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/ARCHETYPED {[]} {[]}
","Details of archetyping used on this node.","Details of archetyping used on this node.","","","","","","","","","",,,,,"",,,,"LOCATABLE.archetype_details",0,1,"",""
"ORGANISATION.feeder-audit","ORGANISATION.feeder_audit","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/FEEDER-AUDIT {[]} {[]}
","Audit trail from non-openEHR system of original commit of information forming the content of this node, or from a conversion gateway which has synthesised this node.","Audit trail from non-openEHR system of original commit of information forming the content of this node, or from a conversion gateway which has synthesised this node.","","","","","","","","","",,,,,"",,,,"LOCATABLE.feeder_audit",0,1,"",""
"ORGANISATION.identities","ORGANISATION.identities","","","",1,*,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-IDENTITY {[]} {[]}
","Identities used by the party to identify itself, such as legal name, stage names, aliases, nicknames and so on.","Identities used by the party to identify itself, such as legal name, stage names, aliases, nicknames and so on.","","","","","","","","","",,,,,"",,,,"PARTY.identities",1,*,"",""
"ORGANISATION.contacts","ORGANISATION.contacts","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/CONTACT {[]} {[]}
","Contacts for this party.","Contacts for this party.","","","","","","","","","",,,,,"",,,,"PARTY.contacts",0,*,"",""
"ORGANISATION.details","ORGANISATION.details","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/ITEM-STRUCTURE {[]} {[]}
","All other details for this Party.","All other details for this Party.","","","","","","","","","",,,,,"",,,,"PARTY.details",0,1,"",""
"ORGANISATION.reverse-relationships","ORGANISATION.reverse_relationships","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/LOCATABLE-REF {[]} {[]}
","References to relationships in which this Party takes part as target.","References to relationships in which this Party takes part as target.","","","","","","","","","",,,,,"",,,,"PARTY.reverse_relationships",0,*,"",""
"ORGANISATION.relationships","ORGANISATION.relationships","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-RELATIONSHIP {[]} {[]}
","Relationships in which this Party takes part as source.","Relationships in which this Party takes part as source.","","","","","","","","","",,,,,"",,,,"PARTY.relationships",0,*,"",""
"ORGANISATION.languages","ORGANISATION.languages","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/DV-TEXT {[]} {[]}
","Languages which can be used to communicate with this actor, in preferred order of use (if known, else order irrelevant).","Languages which can be used to communicate with this actor, in preferred order of use (if known, else order irrelevant).","","","","","","","","","",,,,,"",,,,"ACTOR.languages",0,*,"",""
"ORGANISATION.roles","ORGANISATION.roles","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-REF {[]} {[]}
","Identifiers of the Version container for each Role played by this Party.","Identifiers of the Version container for each Role played by this Party.","","","","","","","","","",,,,,"",,,,"ACTOR.roles",0,*,"",""
