"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"ENTRY","ENTRY","","","",0,*,"","","","null {[]} {[]}
","The abstract parent of all `ENTRY` subtypes.","The abstract parent of all `ENTRY` subtypes. An `ENTRY` is the root of a logical item of  hard  clinical information created in the  clinical statement  context, within a clinical session. There can be numerous such contexts in a clinical session. Observations and other Entry types only ever document information captured/created in the event documented by the enclosing Composition.

An `ENTRY` is also the minimal unit of information any query should return, since a whole `ENTRY` (including subparts) records spatial structure, timing information, and contextual information, as well as the subject and generator of the information. ","","","","","","","","","",,,,,"",,,,"Base",0,*,"","Links_valid:Links valid must be present {links.exists() implies links.empty().not()}
Archetyped_valid:Archetyped valid must satisfy exclusive conditions {is_archetype_root() xor archetype_details .empty()}Archetype_node_id_valid:Archetype node id valid must not be empty {archetype_node_id.empty().not()}Subject_validity:Subject validity must satisfy conditional constraints {subject_is_self() implies subject.generating_type = “PARTY_SELF”}Other_participations_valid:Other participations valid must be present {other_participations.exists() implies other_participations.empty().not()}Is_archetype_root:Is archetype root {is_archetype_root()}","n/a"
"ENTRY.name","ENTRY.name","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/DV-TEXT {[]} {[]}
","Runtime name of this fragment, used to build runtime paths.","Runtime name of this fragment, used to build runtime paths. This is the term provided via a clinical application or batch process to name this EHR construct: its retention in the EHR faithfully preserves the original label by which this entry was known to end users.","","","","","","","","","",,,,,"",,,,"LOCATABLE.name",1,1,"",""
"ENTRY.archetype-node-id","ENTRY.archetype_node_id","","","",1,1,"","","","string {[]} {[]}
","Design-time archetype identifier of this node taken from its generating archetype; used to build archetype paths.","Design-time archetype identifier of this node taken from its generating archetype; used to build archetype paths. Always in the form of an at-code, e.g.  `at0005`. This value enables a 'standardised' name for this node to be generated, by referring to the generating archetype local terminology. 

At an archetype root point, the value of this attribute is always the stringified form of the `_archetype_id_` found in the `_archetype_details_` object.","","","","","","","","","",,,,,"",,,,"LOCATABLE.archetype_node_id",1,1,"",""
"ENTRY.uid","ENTRY.uid","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/UID-BASED-ID {[]} {[]}
","Optional globally unique object identifier for root points of archetyped structures.","Optional globally unique object identifier for root points of archetyped structures.","","","","","","","","","",,,,,"",,,,"LOCATABLE.uid",0,1,"",""
"ENTRY.links","ENTRY.links","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/LINK {[]} {[]}
","Links to other archetyped structures (data whose root object inherits from `ARCHETYPED`, such as `ENTRY`, `SECTION` and so on).","Links to other archetyped structures (data whose root object inherits from `ARCHETYPED`, such as `ENTRY`, `SECTION` and so on). Links may be to structures in other compositions.","","","","","","","","","",,,,,"",,,,"LOCATABLE.links",0,*,"",""
"ENTRY.archetype-details","ENTRY.archetype_details","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/ARCHETYPED {[]} {[]}
","Details of archetyping used on this node.","Details of archetyping used on this node.","","","","","","","","","",,,,,"",,,,"LOCATABLE.archetype_details",0,1,"",""
"ENTRY.feeder-audit","ENTRY.feeder_audit","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/FEEDER-AUDIT {[]} {[]}
","Audit trail from non-openEHR system of original commit of information forming the content of this node, or from a conversion gateway which has synthesised this node.","Audit trail from non-openEHR system of original commit of information forming the content of this node, or from a conversion gateway which has synthesised this node.","","","","","","","","","",,,,,"",,,,"LOCATABLE.feeder_audit",0,1,"",""
"ENTRY.language","ENTRY.language","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/CODE-PHRASE {[]} {[]}
","Mandatory indicator of the localised language in which this Entry is written.","Mandatory indicator of the localised language in which this Entry is written. Coded from openEHR Code Set  languages .","","","","","","","","","",,,,,"",,,,"ENTRY.language",1,1,"",""
"ENTRY.encoding","ENTRY.encoding","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/CODE-PHRASE {[]} {[]}
","Name of character set in which text values in this Entry are encoded.","Name of character set in which text values in this Entry are encoded. Coded from openEHR Code Set  character sets.","","","","","","","","","",,,,,"",,,,"ENTRY.encoding",1,1,"",""
"ENTRY.other-participations","ENTRY.other_participations","","","",0,*,"","","","http://openehr.org/fhir/StructureDefinition/PARTICIPATION {[]} {[]}
","Other participations at `ENTRY` level.","Other participations at `ENTRY` level.","","","","","","","","","",,,,,"",,,,"ENTRY.other_participations",0,*,"",""
"ENTRY.workflow-id","ENTRY.workflow_id","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/OBJECT-REF {[]} {[]}
","Identifier of externally held workflow engine data for this workflow execution, for this subject of care.","Identifier of externally held workflow engine data for this workflow execution, for this subject of care.","","","","","","","","","",,,,,"",,,,"ENTRY.workflow_id",0,1,"",""
"ENTRY.subject","ENTRY.subject","","","",1,1,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-PROXY {[]} {[]}
","Id of human subject of this `ENTRY`, e.","Id of human subject of this `ENTRY`, e.g.: 

* organ donor 
* foetus 
* a family member 
* another clinically relevant person.","","","","","","","","","",,,,,"",,,,"ENTRY.subject",1,1,"",""
"ENTRY.provider","ENTRY.provider","","","",0,1,"","","","http://openehr.org/fhir/StructureDefinition/PARTY-PROXY {[]} {[]}
","Optional identification of provider of the information in this `ENTRY`, which might be: 

* the patient 
* a patient agent, e.","Optional identification of provider of the information in this `ENTRY`, which might be: 

* the patient 
* a patient agent, e.g. parent, guardian 
* the clinician 
* a device or software 

Generally only used when the recorder needs to make it explicit. Otherwise, Composition composer and other participants are assumed.","","","","","","","","","",,,,,"",,,,"ENTRY.provider",0,1,"",""
